LoanRange, LoanAmount , BusinessName ,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
c $1-2 million,undisclosed,"EMPIRE BUILDING MATERIALS, INC",608 E. Main St.,BOZEMAN,MT,59715,423310,Corporation,Unanswered,Unanswered,Unanswered,,90,5/1/20,"U.S. Bank, National Association",MT - 00
c $1-2 million,undisclosed,"ENERGY 1, LLC",2042 STADIUM DR Ste 2,BOZEMAN,MT,59715,238220,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,83,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"FOUNDANT TECHNOLGIES, INC",143 Willow Peak Drive,BOZEMAN,MT,59718,511210,Corporation,Unanswered,Unanswered,Unanswered,,101,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"J. C. BILLION, INC.",270 AUTOMOTIVE AVE,BOZEMAN,MT,59718,441110,Corporation,Unanswered,Male Owned,Unanswered,,152,4/4/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,LEHRKIND'S INC,1715 N. Rouse,BOZEMAN,MT,59715,424490,Subchapter S Corporation,White,Female Owned,Non-Veteran,,160,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"LEVERICH PARTNERS, INC.",618 N WALLACE AVE,BOZEMAN,MT,59715,238990,Corporation,Unanswered,Unanswered,Unanswered,,79,4/5/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"MYSTERY RANCH, LTD","MYSTERY RANCH, LTD",BOZEMAN,MT,59715,314910,Subchapter S Corporation,White,Male Owned,Non-Veteran,,101,4/11/20,Rocky Mountain Bank,MT - 00
c $1-2 million,undisclosed,"ON SITE MANAGEMENT, INC.",1283 North 14th Avenue Suite 101,BOZEMAN,MT,59715,236210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,85,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"SAPPHIRE RESTAURANTS, INC",1627 MAIN ST Num 284,BOZEMAN,MT,59715,722110,Corporation,Unanswered,Unanswered,Unanswered,,250,4/4/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"SCHEDULICITY, INC.",E Main St 201,BOZEMAN,MT,59715,518210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,81,4/7/20,Rocky Mountain Bank,MT - 00
c $1-2 million,undisclosed,SIME CONSTRUCTION INC,190 Ramshorn dr,BOZEMAN,MT,59718,237990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,75,4/7/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"TOWN & COUNTRY FOODS, INC.",1611 S 11TH AVE,BOZEMAN,MT,59715,445110,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Unanswered,,360,4/5/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"WEALTHVEST MARKETING, INC.",2485 MANLEY RD,BOZEMAN,MT,59715,523999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,87,4/8/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"WILDFIRE DEFENSE SYSTEMS, INC",580 Zoot Enterprises Ln,BOZEMAN,MT,59718,238990,Corporation,Unanswered,Unanswered,Unanswered,,96,4/5/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"WILLIAMS PLUMBING, HEATING & UTILITIES, INC.",2131 INDUSTRIAL DR,BOZEMAN,MT,59715,238220,Corporation,Unanswered,Unanswered,Unanswered,,165,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,YELLOWSTONE FOREVER,"222 E MAIN ST, STE 301",BOZEMAN,MT,59715,611699,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,64,4/5/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,SIYEH CORPORATION,46 Museum Loop,BROWNING,MT,59417,713210,Corporation,Unanswered,Unanswered,Unanswered,,159,4/29/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"BUTTE-SILVER BOW PRIMARY HEALTH CARE CLINIC, INC.",445 Centennial Avenue,BUTTE,MT,59701,621112,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,130,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"GFM,LLC",3998 Green Lane,BUTTE,MT,59701,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/15/20,"Citizens Bank, National Association",MT - 00
c $1-2 million,undisclosed,HARRINGTON COMPANY,1740 Holmes Avenue,BUTTE,MT,59701,424490,Corporation,Unanswered,Unanswered,Unanswered,,209,4/4/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,LISAC INC.,2109 Yale Avenue,BUTTE,MT,59701,441320,Corporation,Unanswered,Unanswered,Unanswered,,98,4/4/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"MARCOM, LLC",PO Box 772,BUTTE,MT,59701,541690,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,110,4/6/20,"Granite Mountain Bank, Inc.",MT - 00
c $1-2 million,undisclosed,COLSTRIP ELECTRIC INC,6131 Homestead Blvd,COLSTRIP,MT,59323,238210,Corporation,Unanswered,Unanswered,Unanswered,,80,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,FH STOLTZE LAND AND LUMBER COMPANY,600 HALFMOON RD,COLUMBIA FALLS,MT,59912,423310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,120,4/10/20,MidCountry Bank,MT - 00
c $1-2 million,undisclosed,"NOMAD GLOBAL COMMUNICATIONS SOLUTIONS, INC",5414 US Highway 2 West,COLUMBIA FALLS,MT,59912,334290,Corporation,Unanswered,Unanswered,Unanswered,,112,4/4/20,Freedom Bank,MT - 00
c $1-2 million,undisclosed,"SMARTLAM NA ENTERPRISES US, LLC",610 3rd St West,COLUMBIA FALLS,MT,59912,321999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,83,4/27/20,BMO Harris Bank National Association,MT - 00
c $1-2 million,undisclosed,FORCE SOLUTIONS INC,903 CLOUGH AVE,COLUMBUS,MT,59019,561311,Corporation,Unanswered,Unanswered,Unanswered,,106,4/15/20,Rocky Mountain Bank,MT - 00
c $1-2 million,undisclosed,"MONTANA SILVERSMITHS, INC",1 STERLING LN,COLUMBUS,MT,59019,339910,Corporation,Unanswered,Unanswered,Non-Veteran,,158,4/3/20,The Yellowstone Bank,MT - 00
c $1-2 million,undisclosed,PONDERA MEDICAL CENTER,805 SUNSET BLVD,CONRAD,MT,59425,622110,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,131,4/14/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"POWELL COUNTY MEMORIAL HOSPITAL ASSOCIATION, INC.",1100 HOLLENBACK LN,DEER LODGE,MT,59722,622110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,120,4/4/20,First Security Bank of Deer Lodge,MT - 00
c $1-2 million,undisclosed,"SUN MOUNTAIN LUMBER, INC",181 Greenhouse Road,DEER LODGE,MT,59722,113310,Corporation,Unanswered,Unanswered,Unanswered,,167,4/4/20,Ascent Bank,MT - 00
c $1-2 million,undisclosed,HEI INC AND SUBSIDIARY,13352 HWY 200,FAIRVIEW,MT,59221,531110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,70,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"PRINCE, INC.",PO BOX 440,FORSYTH,MT,59327,237310,Corporation,Unanswered,Unanswered,Unanswered,,98,5/14/20,First State Bank of Forsyth,MT - 00
c $1-2 million,undisclosed,PRO PIPE CORPORATION,PO Box 307,FRENCHTOWN,MT,59834,237120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,46,4/12/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"PRAIRE TRAVELERS, INC",130 3rd Street South Suite 2,GLASGOW,MT,59230,813920,Corporation,Unanswered,Unanswered,Unanswered,,93,4/7/20,"Bank of Bridger, National Association",MT - 00
c $1-2 million,undisclosed,AVMAX MONTANA INC.,1930 Airport Ct.,GREAT FALLS,MT,59404,488190,Corporation,Unanswered,Unanswered,Unanswered,,186,4/12/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,CENTER FOR MENTAL HEALTH,915 1st Ave South,GREAT FALLS,MT,59403,623220,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,190,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,COMMUNITY HEALTH CARE CENTER INC,601 1ST AVE N,GREAT FALLS,MT,59401,622110,Professional Association,Unanswered,Unanswered,Unanswered,,166,4/4/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,GENERAL DISTRIBUTING COMPANY,430 17TH AVE NE,GREAT FALLS,MT,59404,423990,Corporation,Unanswered,Unanswered,Unanswered,,71,4/11/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"JUNKERMIER, CLARK, CAMPANELLA, STEVENS PC",501 Park Drive South,GREAT FALLS,MT,59405,541211,Corporation,Unanswered,Unanswered,Unanswered,,115,4/10/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,PASTA MONTANA LLC,One Pasta Place,GREAT FALLS,MT,59401,311824,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,115,4/14/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"QUALITY LIFE CONCEPTS, INC.",215 SMELTER AVE NE Suite #1,GREAT FALLS,MT,59404,624120,Non-Profit Organization,White,Female Owned,Non-Veteran,Y,170,5/7/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,SWEETWATER GF OPCO LLC,1500 32nd S St.,GREAT FALLS,MT,59405,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/28/20,Pacific Western Bank,MT - 00
c $1-2 million,undisclosed,TORGERSON'S LLC,4701 River Drive North,GREAT FALLS,MT,59405,423820,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,158,4/6/20,Independence Bank,MT - 00
c $1-2 million,undisclosed,UNITED MATERIALS OF GREAT FALLS INC,2100 9th Ave N,GREAT FALLS,MT,59403,212321,Subchapter S Corporation,White,Male Owned,Non-Veteran,,137,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"FOX LUMBER SALES, INC.",25 RIVERBEND CT,HAMILTON,MT,59840,423310,Corporation,White,Male Owned,Non-Veteran,,148,4/7/20,TrailWest Bank,MT - 00
c $1-2 million,undisclosed,BIG HORN HOSPITAL ASSOCIATION,17 North Miles Ave,HARDIN,MT,59034,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,191,4/13/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"BIGHORN VALLEY HEALTH CENTER, INC.",10 4TH STREET WEST,HARDIN,MT,59034,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,127,4/7/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"GARY AND LEOS, INC.",730 1ST ST,HAVRE,MT,59501,445110,Corporation,White,Female Owned,Unanswered,,185,4/7/20,Independence Bank,MT - 00
c $1-2 million,undisclosed,TILLEMAN MOTOR CO.,PO BOX 2070,HAVRE,MT,59501,441110,Corporation,White,Unanswered,Unanswered,,80,4/6/20,Independence Bank,MT - 00
c $1-2 million,undisclosed,"GREAT WEST ENGINEERING, INC",2501 Belt View Dr,HELENA,MT,59601,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,65,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"GREENWAY ENTERPRISES, INC.",608 LINCOLN RD W,HELENA,MT,59602,236220,Corporation,White,Male Owned,Non-Veteran,,86,5/11/20,"Bank of America, National Association",MT - 00
c $1-2 million,undisclosed,INTERMOUNTAIN DEACONESS CHILDREN'S SERVICES,3240 DREDGE DRIVE,HELENA,MT,59602,623210,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,219,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,MONTANA INDEPENDENT LIVING PROJECT INC,825 GREAT NORTHERN BLVD STE 105,HELENA,MT,59601,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,250,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,MOUNTAIN PACIFIC QUALITY HEALTH FOUNDATION,3404 COONEY DRIVE,HELENA,MT,59602,813212,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,88,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,TRI-COUNTY MECHANICAL & ELECTRICAL INC.,3139 Bozeman Ave,HELENA,MT,59601,238220,Corporation,Unanswered,Unanswered,Unanswered,,83,4/7/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,WEST MONT,2708 Bozeman AVe,HELENA,MT,59601,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,180,5/7/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,A PLUS HEALTHCARE INC,1310 S Main Street,KALISPELL,MT,59901,621610,Corporation,White,Female Owned,Non-Veteran,,500,4/14/20,Valley Bank of Ronan,MT - 00
c $1-2 million,undisclosed,"CROWN ENTERPRISES, INC",145 HUTTON RANCH RD,KALISPELL,MT,59901,451110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,162,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,INTEGRATED SECURITY SOLUTIONS INC,108 Cooperative Way,KALISPELL,MT,59901,561621,Corporation,Unanswered,Unanswered,Unanswered,,71,4/15/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,KALISPELL MOTOR COMPANY,2845 US Highway 93 S,KALISPELL,MT,59901,441110,Corporation,Unanswered,Unanswered,Unanswered,,96,4/12/20,"Alerus Financial, National Association",MT - 00
c $1-2 million,undisclosed,QUICKSILVER LLC,1001 South Main Street,KALISPELL,MT,59901,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,6/15/20,"Fundbox, Inc.",MT - 00
c $1-2 million,undisclosed,"SUNBURST COMMUNITY SERVICE FOUNDATION, INC.",2282 Highway 93 South,KALISPELL,MT,59901,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,81,4/4/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,WATERSTREET COMPANY,215 S COMPLEX DR,KALISPELL,MT,59901,524210,Corporation,Unanswered,Male Owned,Non-Veteran,,70,4/8/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"WUTKE, LLC",3465 HWY 93 N,KALISPELL,MT,59901,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,150,4/7/20,Valley Bank of Kalispell,MT - 00
c $1-2 million,undisclosed,"ACE ELECTRIC, INC.",808 MAIN ST,LAUREL,MT,59044,238210,Corporation,White,Male Owned,Unanswered,,49,4/3/20,The Yellowstone Bank,MT - 00
c $1-2 million,undisclosed,"WOOD'S POWR-GRIP CO., INC.",908 W. Main Street,LAUREL,MT,59044,333249,Corporation,White,Male Owned,Non-Veteran,,146,4/3/20,The Yellowstone Bank,MT - 00
c $1-2 million,undisclosed,M.K. WEEDEN CONSTRUCTION INC,Hwy 87 West,LEWISTOWN,MT,59457,237310,Corporation,White,Unanswered,Unanswered,,0,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"COMMUNITY HEALTH PARTNERS, INC.",112 W LEWIS ST,LIVINGSTON,MT,59047,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,137,4/5/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"WARM SPRINGS PRODUCTIONS, LLC",120 South 5TH ST,MANHATTAN,MT,59741,512110,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,73,4/6/20,American Bank,MT - 00
c $1-2 million,undisclosed,BOB WARD & SONS INC,3015 Paxson St,MISSOULA,MT,59801,451110,Corporation,Unanswered,Unanswered,Unanswered,,255,4/6/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,BRETS INC.,4800 Grant Creek RD,MISSOULA,MT,59808,441210,Subchapter S Corporation,White,Male Owned,Non-Veteran,,127,4/4/20,Ascent Bank,MT - 00
c $1-2 million,undisclosed,CLC IDAHO LLC,281 E FRONT ST SUITE 300,MISSOULA,MT,59802,722513,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,241,4/4/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,CLC SPOKANE LLC,218 E FRONT ST SUITE 300,MISSOULA,MT,59802,722513,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,250,4/4/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"FEIST WATSON ENTERPRISES, INC.",6681 KESTREL DR,MISSOULA,MT,59808,424410,Corporation,White,Male Owned,Non-Veteran,,118,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"HISTORICAL RESEARCH ASSOCIATES, INC.",125 Bank St.,MISSOULA,MT,59802,541990,Corporation,Unanswered,Unanswered,Unanswered,,60,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"KARL TYLER CHEVROLET, INC.",3663 N. Reserve St,MISSOULA,MT,59808,441110,Subchapter S Corporation,White,Male Owned,Unanswered,,145,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"LUMENAD, INC. (FKA BIG SKY DIGITAL INC.)",111 NORTH HIGGINS AVE SUITE 506,MISSOULA,MT,59802,541870,Corporation,White,Male Owned,Non-Veteran,,78,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,MISSOULA ANESTHESIOLOGY PC,"2825 Stockyard Road, BuildingI-200",MISSOULA,MT,59808,621111,Corporation,Unanswered,Unanswered,Unanswered,,,4/6/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,MISSOULA BONE & JOINT LLC,2360 MULLAN RD STE C,MISSOULA,MT,59808,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,203,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,MONGOLIAN GRILL RESTAURANT OPERATING COMPANY LLC,223 E MAIN ST,MISSOULA,MT,59802,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/20,TrailWest Bank,MT - 00
c $1-2 million,undisclosed,"OPPORTUNITY RESOURCES, INC.",2821 S. Russell Street,MISSOULA,MT,59801,621330,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,460,4/9/20,Clearwater FCU,MT - 00
c $1-2 million,undisclosed,PALATINE ACE HDW. ET. AL.,2301 BROOKS ST,MISSOULA,MT,59801,444130,Corporation,Unanswered,Male Owned,Non-Veteran,,190,4/8/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,PARTNERSHIP HEALTH CENTER INC,401 RAILROAD ST W,MISSOULA,MT,59802,611630,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,224,4/15/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"ROACH & SMITH DISTRIBUTORS,INC",3305 GREAT NORTHERN AVE,MISSOULA,MT,59808,424820,Corporation,White,Unanswered,Unanswered,,150,4/3/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"STRATEGIC GAMING MANAGEMENT, LLC",3101 S RUSSELL ST,MISSOULA,MT,59801,721120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,216,4/27/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,"SUMMIT UTILITY SERVICES, LLC",5571 Alloy S,MISSOULA,MT,59808,237130,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,185,4/15/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,"SUN MOUNTAIN SPORTS, INC.",301 N 1st Street West,MISSOULA,MT,59802,339920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,UNITED LOCATING SERVICES OF TEXAS LLC,2704 BROOKS ST Suite D,MISSOULA,MT,59801,561990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,174,4/15/20,Glacier Bank,MT - 00
c $1-2 million,undisclosed,VALLEY ELECTRICAL CONTRACTING INC,2820 Latimer Street,MISSOULA,MT,59808,238210,Corporation,Unanswered,Unanswered,Unanswered,,66,4/29/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,WESTERN MONTANA CLINIC,500 W BROADWAY,MISSOULA,MT,59802,621498,Corporation,Unanswered,Unanswered,Unanswered,,234,4/8/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,WGM GROUP INC.,1111 E Broadway St,MISSOULA,MT,59802,541330,Corporation,White,Male Owned,Non-Veteran,,83,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,ROCKING J RANCH LLC,79 Carriage House Lane,PHILIPSBURG,MT,59858,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,111,4/7/20,"Granite Mountain Bank, Inc.",MT - 00
c $1-2 million,undisclosed,DIAMOND B OILFIELD TRUCKING INC,212 CACTUS ST,PLENTYWOOD,MT,59254,484220,Corporation,White,Male Owned,Non-Veteran,,80,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,SHERIDAN MEMORIAL HOSPITAL ASSOCIATION,440 West Laurel Ave,PLENTYWOOD,MT,59254,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,111,4/9/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,S&K GAMING LLC,49708 US HIGHWAY 93,POLSON,MT,59860,721120,Limited  Liability Company(LLC),American Indian or Alaska Native,Unanswered,Non-Veteran,,167,4/27/20,Eagle Bank,MT - 00
c $1-2 million,undisclosed,WHY WEIGHT TRANSFORMATION CENTERS,PO BOX 29,PRAY,MT,59065,721110,Corporation,Unanswered,Unanswered,Unanswered,,128,4/8/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,MEMORIAL HOSPITAL ASSOCIATION,2525 N Broadway,RED LODGE,MT,59068,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,140,4/11/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"S & K TECHNOLOGIES, INC",63066 Old Hwy 93,SAINT IGNATIUS,MT,59865,551114,Non-Profit Organization,American Indian or Alaska Native,Unanswered,Non-Veteran,Y,66,4/9/20,First Interstate Bank,MT - 00
c $1-2 million,undisclosed,"PYRAMID MOUNTAIN LUMBER, INC.",379 Boy Scout Road,SEELEY LAKE,MT,59868,423310,Corporation,White,Male Owned,Non-Veteran,,125,4/4/20,TrailWest Bank,MT - 00
c $1-2 million,undisclosed,F T REYNOLDS CO,404 N Central Ave,SIDNEY,MT,59270,445110,Corporation,White,Male Owned,Non-Veteran,,250,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,FRANZ CONSTRUCTION INC,1700 S CENTRAL AVE,SIDNEY,MT,59270,237990,Corporation,White,Male Owned,Non-Veteran,,53,4/3/20,The Yellowstone Bank,MT - 00
c $1-2 million,undisclosed,LUNDERBY TRUCKING LLC,12314 COUNTY ROAD 351,SIDNEY,MT,59270,484220,Professional Association,Unanswered,Unanswered,Unanswered,,258,4/7/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,AVERILL HOSPITALITY LLC,1380 Wisconsin Avenue,WHITEFISH,MT,59937,721110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,250,4/3/20,Stockman Bank of Montana,MT - 00
c $1-2 million,undisclosed,DON K CHEVROLET INC,6219 US Highway 93 S,WHITEFISH,MT,59937,441110,Corporation,White,Male Owned,Unanswered,,115,4/13/20,Bank of Montana,MT - 00
c $1-2 million,undisclosed,QUICKSILVER LLC,121 Wisconsin Ave Ste 101,WHITEFISH,MT,59937,541690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,129,4/28/20,"TransPecos Banks, SSB.",MT - 00
c $1-2 million,undisclosed,"WINTER SPORTS, INC.",PO BOX 1400,WHITEFISH,MT,59937,713920,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,327,4/4/20,Glacier Bank,MT - 00
"d $350,000-1 million",undisclosed,"JORDAN CONTRACTING, INC.",373 ARBITER PLANT RD,ANACONDA,MT,59711,237990,Corporation,Unanswered,Male Owned,Unanswered,,40,4/5/20,"First Montana Bank, Inc.",MT - 00
"d $350,000-1 million",undisclosed,"WILDER RESORTS, INC.",1500 Fairmont Road,ANACONDA,MT,59711,721110,Corporation,Unanswered,Unanswered,Non-Veteran,,118,4/4/20,"First Montana Bank, Inc.",MT - 00
"d $350,000-1 million",undisclosed,SK CONSTRUCTION  INC.,32526 McLeod Road,ARLEE,MT,59821,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,53,4/15/20,First Interstate Bank,MT - 00
"d $350,000-1 million",undisclosed,"4J WELL SERVICE, INC.",3614 Highway 7 North,BAKER,MT,59313,213112,Corporation,Unanswered,Unanswered,Unanswered,,43,4/5/20,Dakota Western Bank,MT - 00
