 LoanAmount ,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
" $140,000 ",LAUREL,MT,59044,541940,Corporation,White,Male Owned,Non-Veteran,,27,4/15/20,Glacier Bank,MT - 00
" $139,864 ",BOZEMAN,MT,59718,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/28/20,"U.S. Bank, National Association",MT - 00
" $139,800 ",BOZEMAN,MT,59718,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4/6/20,Glacier Bank,MT - 00
" $139,760 ",CUT BANK,MT,59427,213112,Corporation,White,Male Owned,Unanswered,,18,4/6/20,The First State Bank of Shelby,MT - 00
" $139,670 ",MISSOULA,MT,59802,722513,Corporation,Unanswered,Unanswered,Unanswered,,11,4/8/20,First Interstate Bank,MT - 00
" $139,607 ",HELENA,MT,59602,611610,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16,4/8/20,First Interstate Bank,MT - 00
" $139,600 ",MISSOULA,MT,59801,721214,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,44,4/3/20,Glacier Bank,MT - 00
" $139,600 ",BOZEMAN,MT,59718,721191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/7/20,"First Montana Bank, Inc.",MT - 00
" $139,561 ",KALISPELL,MT,59901,485410,Subchapter S Corporation,White,Male Owned,Non-Veteran,,42,4/16/20,First Interstate Bank,MT - 00
" $139,500 ",MISSOULA,MT,59801,621210,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,3,4/3/20,Glacier Bank,MT - 00
" $139,500 ",MISSOULA,MT,59801,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4/8/20,Manhattan Bank,MT - 00
" $139,400 ",BOZEMAN,MT,59715,531390,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,8,4/3/20,Stockman Bank of Montana,MT - 00
" $139,300 ",STEVENSVILLE,MT,59870,333514,Corporation,White,Male Owned,Non-Veteran,,14,4/4/20,TrailWest Bank,MT - 00
" $139,275 ",GREAT FALLS,MT,59405,524127,Corporation,Unanswered,Unanswered,Unanswered,,10,4/28/20,American Bank Center,MT - 00
" $139,200 ",BILLINGS,MT,59102,444190,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,4/12/20,First Interstate Bank,MT - 00
" $139,156 ",POPLAR,MT,59255,447110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,32,5/6/20,Independence Bank,MT - 00
" $139,100 ",MISSOULA,MT,59801,624120,Corporation,Unanswered,Unanswered,Unanswered,,63,4/10/20,Umpqua Bank,MT - 00
" $139,100 ",WHITEFISH,MT,59937,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16,4/5/20,Glacier Bank,MT - 00
" $139,071 ",BILLINGS,MT,59102,621320,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
" $139,021 ",SHELBY,MT,59474,333132,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,12,6/19/20,The First State Bank of Shelby,MT - 00
" $139,000 ",COLUMBIA FALLS,MT,59912,238910,Corporation,Unanswered,Unanswered,Unanswered,,16,4/13/20,Glacier Bank,MT - 00
" $138,900 ",MISSOULA,MT,59808,333120,Corporation,Unanswered,Unanswered,Unanswered,,15,4/8/20,TrailWest Bank,MT - 00
" $138,900 ",BILLINGS,MT,59102,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,4/15/20,Rocky Mountain Bank,MT - 00
" $138,778 ",BOZEMAN,MT,59715,541330,Corporation,Unanswered,Unanswered,Unanswered,,9,4/13/20,First Interstate Bank,MT - 00
" $138,700 ",HELENA,MT,59602,511120,Corporation,Unanswered,Unanswered,Unanswered,,13,4/13/20,Glacier Bank,MT - 00
" $138,700 ",BILLINGS,MT,59102,238210,Corporation,White,Male Owned,Non-Veteran,,8,4/3/20,Glacier Bank,MT - 00
" $138,700 ",GREAT FALLS,MT,59405,722511,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,29,4/7/20,City National Bank,MT - 00
" $138,600 ",CULBERTSON,MT,59218,213112,Corporation,Unanswered,Male Owned,Non-Veteran,,11,4/10/20,First International Bank & Trust,MT - 00
" $138,600 ",BILLINGS,MT,59102,722410,Subchapter S Corporation,White,Female Owned,Non-Veteran,,24,4/10/20,Stockman Bank of Montana,MT - 00
" $138,600 ",BILLINGS,MT,59101,339991,Subchapter S Corporation,White,Male Owned,Non-Veteran,,10,4/27/20,The Yellowstone Bank,MT - 00
" $138,584 ",BOZEMAN,MT,59718,238160,Corporation,Unanswered,Unanswered,Unanswered,,13,4/15/20,Glacier Bank,MT - 00
" $138,500 ",BOZEMAN,MT,59715,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,4/6/20,Glacier Bank,MT - 00
" $138,500 ",GREAT FALLS,MT,59405,238220,Corporation,White,Male Owned,Non-Veteran,,18,4/14/20,American Bank Center,MT - 00
" $138,495 ",OVANDO,MT,59854,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13,4/27/20,First Interstate Bank,MT - 00
" $138,400 ",KALISPELL,MT,59901,532412,Subchapter S Corporation,White,Male Owned,Unanswered,,28,4/6/20,TrailWest Bank,MT - 00
" $138,308 ",HELENA,MT,59604,236220,Corporation,Unanswered,Unanswered,Unanswered,,10,4/11/20,First Interstate Bank,MT - 00
" $138,200 ",KALISPELL,MT,59901,812990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/12/20,First Interstate Bank,MT - 00
" $138,200 ",KALISPELL,MT,59901,621210,Corporation,Unanswered,Unanswered,Non-Veteran,,16,4/3/20,Three Rivers Bank of Montana,MT - 00
" $138,200 ",KALISPELL,MT,59901,446130,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10,4/4/20,"First Montana Bank, Inc.",MT - 00
" $138,100 ",KALISPELL,MT,59901,811310,Corporation,Unanswered,Male Owned,Non-Veteran,,12,4/15/20,Three Rivers Bank of Montana,MT - 00
" $138,100 ",MISSOULA,MT,59802,541110,Corporation,White,Male Owned,Non-Veteran,,8,4/9/20,First Interstate Bank,MT - 00
" $137,922 ",COLUMBIA FALLS,MT,59912,722513,Corporation,Unanswered,Unanswered,Unanswered,,25,4/10/20,First Interstate Bank,MT - 00
" $137,900 ",BIGFORK,MT,59911,236115,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,14,4/4/20,TrailWest Bank,MT - 00
" $137,900 ",BOZEMAN,MT,59715,424990,Corporation,Unanswered,Male Owned,Unanswered,,15,4/4/20,American Bank,MT - 00
" $137,870 ",GREAT FALLS,MT,59404,721110,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,20,4/27/20,Citizens Alliance Bank,MT - 00
" $137,800 ",MISSOULA,MT,59802,712110,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,16,4/4/20,Glacier Bank,MT - 00
" $137,800 ",HARLEM,MT,59526,713210,Corporation,Unanswered,Unanswered,Unanswered,,22,4/30/20,"Bank of Bridger, National Association",MT - 00
" $137,715 ",GREAT FALLS,MT,59405,722511,Corporation,Unanswered,Unanswered,Unanswered,,31,4/13/20,First Interstate Bank,MT - 00
" $137,700 ",POLSON,MT,59860,237110,Corporation,Unanswered,Unanswered,Unanswered,,0,4/8/20,Glacier Bank,MT - 00
" $137,500 ",BOZEMAN,MT,59718,221310,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,13,4/10/20,Glacier Bank,MT - 00
" $137,500 ",BOZEMAN,MT,59715,812113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,4/16/20,First Interstate Bank,MT - 00
" $137,500 ",GREAT FALLS,MT,59401,541310,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,10,4/3/20,Stockman Bank of Montana,MT - 00
" $137,500 ",KALISPELL,MT,59901,238990,Corporation,Hispanic,Male Owned,Unanswered,,15,4/3/20,First Savings Bank,MT - 00
" $137,405 ",GREAT FALLS,MT,59404,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,4/28/20,Riverview Bank,MT - 00
" $137,300 ",MISSOULA,MT,59808,238290,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,13,4/4/20,TrailWest Bank,MT - 00
" $137,298 ",MISSOULA,MT,59802,722513,Corporation,Unanswered,Unanswered,Unanswered,,32,4/11/20,First Interstate Bank,MT - 00
" $137,127 ",BILLINGS,MT,59105,488119,Corporation,Unanswered,Unanswered,Unanswered,,37,4/27/20,Financial Federal Bank,MT - 00
" $137,083 ",LIVINGSTON,MT,59047,623110,Corporation,Unanswered,Unanswered,Unanswered,,21,4/28/20,First Interstate Bank,MT - 00
" $137,000 ",ENNIS,MT,59729,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,4/11/20,Stockman Bank of Montana,MT - 00
" $137,000 ",MANHATTAN,MT,59741,531110,Corporation,Unanswered,Unanswered,Unanswered,,13,4/7/20,Stockman Bank of Montana,MT - 00
" $136,858 ",BOZEMAN,MT,59718,512240,Corporation,Unanswered,Unanswered,Unanswered,,9,4/8/20,First Interstate Bank,MT - 00
" $136,830 ",BILLINGS,MT,59108,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,4/14/20,First Interstate Bank,MT - 00
" $136,800 ",KALISPELL,MT,59901,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,4/6/20,Glacier Bank,MT - 00
" $136,800 ",LIBBY,MT,59923,484110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4/7/20,"First Montana Bank, Inc.",MT - 00
" $136,800 ",DARBY,MT,59829,541330,Corporation,Unanswered,Male Owned,Unanswered,,9,4/7/20,Farmers State Bank,MT - 00
" $136,800 ",VAUGHN,MT,59487,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,4/8/20,Stockman Bank of Montana,MT - 00
" $136,790 ",MILES CITY,MT,59301,238110,Corporation,Unanswered,Unanswered,Unanswered,,12,4/8/20,Stockman Bank of Montana,MT - 00
" $136,750 ",BUTTE,MT,59701,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,5/27/20,"Granite Mountain Bank, Inc.",MT - 00
" $136,700 ",BOZEMAN,MT,59718,621340,Corporation,White,Female Owned,Non-Veteran,,7,4/13/20,Glacier Bank,MT - 00
" $136,600 ",BILLINGS,MT,59102,337110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/3/20,Stockman Bank of Montana,MT - 00
" $136,600 ",HAMILTON,MT,59840,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,12,4/3/20,Farmers State Bank,MT - 00
" $136,500 ",HAMILTON,MT,59840,312120,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,30,4/9/20,Glacier Bank,MT - 00
" $136,400 ",BIG SKY,MT,59716,531311,Corporation,White,Male Owned,Unanswered,,15,4/5/20,Glacier Bank,MT - 00
" $136,300 ",CHARLO,MT,59824,112120,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,16,4/8/20,Bank of Idaho,MT - 00
" $136,250 ",LIVINGSTON,MT,59047,446110,Corporation,White,Male Owned,Non-Veteran,,20,4/10/20,First Interstate Bank,MT - 00
" $136,200 ",BIG TIMBER,MT,59011,238910,Corporation,Unanswered,Unanswered,Unanswered,,13,4/12/20,First Interstate Bank,MT - 00
" $136,000 ",KALISPELL,MT,59901,561720,Subchapter S Corporation,White,Male Owned,Non-Veteran,,29,4/4/20,TrailWest Bank,MT - 00
" $135,960 ",WHITEFISH,MT,59937,444130,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,23,4/9/20,First Interstate Bank,MT - 00
" $135,900 ",BOZEMAN,MT,59715,524210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,9,4/14/20,Stockman Bank of Montana,MT - 00
" $135,885 ",BILLINGS,MT,59101,722410,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,18,4/29/20,Montana Community Development Corp.,MT - 00
" $135,870 ",PLAINS,MT,59859,212311,Corporation,Unanswered,Unanswered,Unanswered,,18,4/14/20,Glacier Bank,MT - 00
" $135,800 ",KALISPELL,MT,59901,541211,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9,4/11/20,Rocky Mountain Bank,MT - 00
" $135,700 ",BUTTE,MT,59701,339999,Corporation,White,Male Owned,Veteran,,10,4/6/20,"First Montana Bank, Inc.",MT - 00
" $135,616 ",BILLINGS,MT,59101,333120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,4/15/20,First Interstate Bank,MT - 00
" $135,600 ",HELENA,MT,59601,813410,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,46,4/3/20,Glacier Bank,MT - 00
" $135,600 ",BOZEMAN,MT,59718,541618,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,7,4/4/20,Glacier Bank,MT - 00
" $135,500 ",BILLINGS,MT,59101,541110,Corporation,Unanswered,Unanswered,Unanswered,,12,4/12/20,First Interstate Bank,MT - 00
" $135,500 ",BUTTE,MT,59701,333132,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/6/20,Glacier Bank,MT - 00
" $135,500 ",ANACONDA,MT,59711,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/7/20,Glacier Bank,MT - 00
" $135,200 ",LOLO,MT,59847,484220,Corporation,White,Male Owned,Non-Veteran,,10,4/9/20,TrailWest Bank,MT - 01
" $135,118 ",BOZEMAN,MT,59715,721214,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,4/13/20,First Interstate Bank,MT - 00
" $135,078 ",BOZEMAN,MT,59715,621399,Corporation,White,Male Owned,Non-Veteran,,10,4/28/20,Montana Community Development Corp.,MT - 00
" $135,000 ",MISSOULA,MT,59802,813312,Professional Association,Unanswered,Unanswered,Unanswered,,11,4/15/20,First Interstate Bank,MT - 00
" $135,000 ",SEELEY LAKE,MT,59868,445110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,29,4/8/20,Citizens Alliance Bank,MT - 00
" $134,900 ",BOZEMAN,MT,59718,453920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/15/20,Glacier Bank,MT - 00
" $134,900 ",KALISPELL,MT,59901,111421,Partnership,Unanswered,Male Owned,Unanswered,,18,4/4/20,TrailWest Bank,MT - 00
" $134,857 ",CUT BANK,MT,59427,211111,Corporation,White,Male Owned,Unanswered,,6,4/6/20,The First State Bank of Shelby,MT - 00
" $134,825 ",MILES CITY,MT,59301,811310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/6/20,Stockman Bank of Montana,MT - 00
" $134,700 ",SIDNEY,MT,59270,444130,Cooperative,White,Male Owned,Non-Veteran,,19,4/3/20,Stockman Bank of Montana,MT - 00
" $134,630 ",GREAT FALLS,MT,59404,339950,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,5/3/20,"U.S. Bank, National Association",MT - 00
" $134,500 ",BILLINGS,MT,59102,238220,Corporation,White,Male Owned,Veteran,,12,4/4/20,Glacier Bank,MT - 00
" $134,500 ",KALISPELL,MT,59901,621210,Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/20,Glacier Bank,MT - 00
" $134,488 ",HAMILTON,MT,59840,713110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,4/28/20,"U.S. Bank, National Association",MT - 00
" $134,300 ",VICTOR,MT,59875,236115,Corporation,Unanswered,Unanswered,Unanswered,,25,4/8/20,Glacier Bank,MT - 00
" $134,200 ",CONNER,MT,59827,423310,Corporation,White,Female Owned,Non-Veteran,,10,4/4/20,TrailWest Bank,MT - 00
" $134,200 ",THOMPSON FALLS,MT,59873,486910,Corporation,Unanswered,Male Owned,Veteran,,8,4/8/20,Glacier Bank,MT - 00
" $134,100 ",CLANCY,MT,59634,621910,Corporation,White,Female Owned,Non-Veteran,,27,4/9/20,Opportunity Bank of Montana,MT - 00
" $134,019 ",ENNIS,MT,59729,446110,Corporation,Unanswered,Unanswered,Unanswered,,25,4/11/20,First Interstate Bank,MT - 00
" $133,900 ",BILLINGS,MT,59102,238990,Corporation,White,Male Owned,Non-Veteran,,16,4/4/20,Stockman Bank of Montana,MT - 00
" $133,800 ",BOZEMAN,MT,59715,541410,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,9,4/11/20,Glacier Bank,MT - 00
" $133,800 ",KALISPELL,MT,59901,236220,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,0,4/13/20,Glacier Bank,MT - 00
" $133,700 ",MISSOULA,MT,59808,811121,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,4/3/20,"First Montana Bank, Inc.",MT - 00
" $133,700 ",KALISPELL,MT,59901,337110,Corporation,White,Male Owned,Non-Veteran,,15,4/4/20,TrailWest Bank,MT - 00
" $133,700 ",PARK CITY,MT,59063,238990,Corporation,White,Male Owned,Non-Veteran,,15,4/7/20,Glacier Bank,MT - 00
" $133,680 ",BIGFORK,MT,59911,711110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,55,4/28/20,First Interstate Bank,MT - 00
" $133,600 ",HELENA,MT,59602,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/6/20,Glacier Bank,MT - 00
" $133,575 ",BILLINGS,MT,59102,541330,Corporation,Unanswered,Unanswered,Unanswered,,7,5/1/20,"U.S. Bank, National Association",MT - 00
" $133,507 ",HELENA,MT,59601,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,23,4/8/20,First Interstate Bank,MT - 00
" $133,500 ",HAVRE,MT,59501,812320,Subchapter S Corporation,White,Male Owned,Non-Veteran,,18,4/3/20,Stockman Bank of Montana,MT - 00
" $133,500 ",BILLINGS,MT,59102,722511,Subchapter S Corporation,Asian,Male Owned,Non-Veteran,,30,4/6/20,The Yellowstone Bank,MT - 00
" $133,367 ",CUT BANK,MT,59427,213111,Corporation,White,Male Owned,Unanswered,,9,4/6/20,The First State Bank of Shelby,MT - 00
" $133,300 ",BELGRADE,MT,59714,441120,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,10,4/7/20,"First Montana Bank, Inc.",MT - 00
" $133,274 ",TROY,MT,59935,445110,Limited  Liability Company(LLC),White,Unanswered,Non-Veteran,,32,4/28/20,Glacier Bank,MT - 00
" $133,200 ",MISSOULA,MT,59802,722511,Corporation,White,Male Owned,Unanswered,,27,4/3/20,Glacier Bank,MT - 00
" $133,200 ",KALISPELL,MT,59901,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/6/20,Glacier Bank,MT - 00
" $133,000 ",SHEPHERD,MT,59079,112112,Corporation,Unanswered,Female Owned,Non-Veteran,,17,4/10/20,The Yellowstone Bank,MT - 00
" $133,000 ",DARBY,MT,59829,321911,Corporation,White,Male Owned,Non-Veteran,,17,4/3/20,Farmers State Bank,MT - 00
" $133,000 ",FORT BENTON,MT,59442,311211,Corporation,Unanswered,Unanswered,Unanswered,,10,4/28/20,"U.S. Bank, National Association",MT - 00
" $132,966 ",BOZEMAN,MT,59718,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
" $132,900 ",COLUMBIA FALLS,MT,59912,326199,Corporation,Unanswered,Unanswered,Unanswered,,15,4/27/20,Freedom Bank,MT - 00
" $132,800 ",MISSOULA,MT,59801,621310,Corporation,Unanswered,Male Owned,Unanswered,,18,4/3/20,Glacier Bank,MT - 00
" $132,800 ",COLUMBUS,MT,59019,446110,Subchapter S Corporation,White,Male Owned,Unanswered,,20,4/15/20,The Yellowstone Bank,MT - 00
" $132,700 ",BOZEMAN,MT,59718,236117,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,10,4/4/20,Glacier Bank,MT - 00
" $132,538 ",BOZEMAN,MT,59718,445299,Subchapter S Corporation,White,Female Owned,Non-Veteran,,22,4/10/20,First Interstate Bank,MT - 00
" $132,500 ",SIDNEY,MT,59270,213112,Subchapter S Corporation,White,Male Owned,Non-Veteran,,7,4/3/20,Stockman Bank of Montana,MT - 00
" $132,500 ",BOZEMAN,MT,59715,561990,Corporation,Unanswered,Unanswered,Unanswered,,19,5/12/20,Celtic Bank Corporation,MT - 00
" $132,500 ",BILLINGS,MT,59101,484121,Corporation,Unanswered,Unanswered,Unanswered,,11,4/9/20,Glacier Bank,MT - 00
" $132,400 ",POLSON,MT,59860,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/8/20,Coastal Community Bank,MT - 00
" $132,200 ",BOZEMAN,MT,59718,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,4/5/20,Glacier Bank,MT - 00
" $132,100 ",MISSOULA,MT,59808,532490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,4/10/20,Valley Bank of Ronan,MT - 00
" $132,038 ",DILLON,MT,59725,111211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,6/25/20,"Fundbox, Inc.",MT - 00
" $132,000 ",BELGRADE,MT,59714,562111,Subchapter S Corporation,White,Male Owned,Non-Veteran,,10,4/3/20,Stockman Bank of Montana,MT - 00
" $132,000 ",BILLINGS,MT,59102,621210,Corporation,Unanswered,Unanswered,Unanswered,,14,4/5/20,Rocky Mountain Bank,MT - 00
" $132,000 ",HELENA,MT,59602,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/8/20,Glacier Bank,MT - 00
" $131,900 ",HUNTLEY,MT,59037,238290,Corporation,Unanswered,Unanswered,Unanswered,,10,4/15/20,Rocky Mountain Bank,MT - 00
" $131,845 ",KALISPELL,MT,59901,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
" $131,800 ",BOZEMAN,MT,59715,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,4/8/20,Stockman Bank of Montana,MT - 00
" $131,787 ",GREAT FALLS,MT,59401,541110,Corporation,Unanswered,Male Owned,Non-Veteran,,13,4/14/20,First Interstate Bank,MT - 00
" $131,780 ",BELGRADE,MT,59714,236115,Subchapter S Corporation,White,Male Owned,Unanswered,,20,4/15/20,Stockman Bank of Montana,MT - 00
" $131,700 ",BILLINGS,MT,59101,621111,Corporation,Unanswered,Female Owned,Veteran,,18,4/3/20,Glacier Bank,MT - 00
" $131,700 ",GREAT FALLS,MT,59404,424930,Corporation,Unanswered,Unanswered,Non-Veteran,,0,4/3/20,Stockman Bank of Montana,MT - 00
" $131,626 ",HELENA,MT,59601,812199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4/28/20,First Interstate Bank,MT - 00
" $131,600 ",MISSOULA,MT,59801,722511,Corporation,Unanswered,Male Owned,Unanswered,,33,4/3/20,Glacier Bank,MT - 00
" $131,600 ",BILLINGS,MT,59102,812320,Corporation,White,Male Owned,Veteran,,25,4/3/20,The Yellowstone Bank,MT - 00
" $131,600 ",BOZEMAN,MT,59715,541613,Subchapter S Corporation,White,Female Owned,Non-Veteran,,11,4/6/20,Bank of Bozeman,MT - 00
" $131,400 ",MISSOULA,MT,59808,238910,Corporation,Unanswered,Male Owned,Unanswered,,10,4/6/20,Farmers State Bank,MT - 00
" $131,200 ",BILLINGS,MT,59101,812111,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,23,4/29/20,City National Bank of Florida,MT - 00
" $131,100 ",MISSOULA,MT,59801,621210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9,4/3/20,Glacier Bank,MT - 00
" $131,069 ",BROWNING,MT,59417,721211,Corporation,Unanswered,Unanswered,Unanswered,,32,4/9/20,Independence Bank,MT - 00
" $131,000 ",LEWISTOWN,MT,59457,333999,Corporation,White,Male Owned,Unanswered,,19,4/3/20,Stockman Bank of Montana,MT - 00
